N,P,K,temperature,humidity,ph,rainfall,label
0.9802371541501976,0.15,0.20689655172413793,-0.13681028123074107,0.0545585949154784,-0.07221988009363864,1.0297772227929047,jute
0.9802371541501976,0.125,-0.5172413793103449,-0.2572564361666744,-0.24731593216718292,-0.20034135160539973,-0.3984204050592165,maize
0.36363636363636365,-0.375,0.3793103448275862,-0.37420063290111033,0.08724261721630203,-1.1963251976951341,2.0938707173581923,rice
0.20553359683794467,0.125,1.5172413793103448,-0.7947944896234544,-2.04174847442333,1.6193708107022449,-0.3576989051836174,chickpea
-0.5375494071146245,-1.05,0.10344827586206896,0.22749699587172897,0.6525984275579291,-0.11186755282569999,2.1897838359816393,coconut
-0.5375494071146245,-0.05,-0.4827586206896552,0.3991967186388955,-0.5310046913826441,-2.870090004596898,-1.0414108645826252,mothbeans
-0.45849802371541504,-0.9,0.034482758620689655,0.5825848194164257,0.5937135058799964,-0.9700775804126351,1.993332323695828,coconut
0.5849802371541502,-0.125,0.4482758620689655,0.02739092536508074,0.2658937568731665,-0.42020730899406467,1.5834785720055178,jute
0.7114624505928854,-0.675,-0.20689655172413793,-0.22201081014860577,-0.9061358522170161,-0.3525413411968684,1.499481479630244,coffee
-0.33201581027667987,-1.025,0.3103448275862069,-0.14226672736585735,0.17391359435224366,0.3297954122628106,0.18239649897943813,pomegranate
-0.5849802371541502,-0.85,0.3448275862068966,-0.413700240594406,0.3611461848876643,0.4567420897106915,0.23824520204459454,pomegranate
0.8221343873517787,0.175,0.10344827586206896,-0.2783318839614655,0.05448169378031257,-0.34477288446827353,1.2088927047136442,jute
0.06324110671936758,0.275,-0.5862068965517241,0.6535094725145594,-0.5498689971124147,0.9810698520199933,-0.4961110768804655,blackgram
-0.06324110671936758,2.3,5.931034482758621,-0.7712137603585516,0.38685698593145623,-0.6414313873362955,0.4633875829872612,apple
-0.11067193675889328,-0.25,-0.5862068965517241,-0.13235323269028157,-1.2228422528505754,-0.5672026902275104,-0.7165025010172427,mothbeans
0.5375494071146245,0.125,0.1724137931034483,-0.416075699250207,0.19321207426735884,0.06981562837037848,1.360377372048491,jute
-0.5217391304347826,-0.825,0.1724137931034483,-0.4627300137270657,0.16619513694240548,0.7420866979268146,0.19114107427388707,pomegranate
-0.07905138339920949,0.7,-0.5862068965517241,-0.291697287456425,-2.0119014611321875,-0.7551308192796727,-0.22214400539322368,kidneybeans
-0.015810276679841896,0.425,-0.41379310344827586,-1.4739704385456687,-1.9099767124157225,-0.5889131202547769,-0.21825738400873834,kidneybeans
-0.22134387351778656,2.175,5.620689655172414,-0.5365318209016614,0.37827502472538677,-0.6608116724874997,0.4944064226208138,apple
0.15810276679841898,0.725,1.5517241379310345,-1.4530047748215453,-2.157328799181951,1.1934061121133324,-0.3687038069029803,chickpea
-0.31620553359683795,0.125,-0.5172413793103449,0.4047186951085044,-1.1809689189692214,-0.4921059484162596,-0.42207782695205226,mothbeans
0.0,0.375,1.8275862068965518,-0.8057174746390424,-2.0736540956830933,0.032673154909208905,-0.2813076302669251,chickpea
1.0118577075098814,-1.025,0.5172413793103449,-0.009758455535802566,0.09585695912418789,0.5377934836149373,-0.6245278188568776,watermelon
0.09486166007905138,0.425,-0.41379310344827586,0.6870238318791018,-0.481603282907456,1.1265551620639918,-0.42582800660711967,blackgram
0.5375494071146245,-0.4,-0.27586206896551724,-0.5740325298194789,-0.7057413198855707,-0.6288339355348912,-0.45047653266993953,maize
-0.45849802371541504,-0.45,-0.10344827586206896,0.7565435924334656,-1.0437970456982073,0.018223850248274887,-0.05098998051467812,mango
-0.12648221343873517,-0.4,-0.13793103448275862,0.47450541620118436,-0.907275231993391,0.5697490387261186,-0.07477113577963007,mango
0.9169960474308301,-0.7,0.4482758620689655,0.3842272194988942,0.340010902183943,-0.16685390272597728,-1.233801642331245,muskmelon
0.758893280632411,-0.45,-0.2413793103448276,0.10521263537827019,-0.9419421795135556,0.5102986142477571,1.5779211486963072,coffee
-0.4426877470355731,-0.875,0.2413793103448276,-1.2407980481880423,0.35861461582154736,-0.34019261153872005,0.17274941580055422,pomegranate
-0.3794466403162055,-0.1,-0.41379310344827586,0.6248157180542038,0.2514279751013676,0.12548651960355053,-0.8662521859491512,mungbean
0.015810276679841896,-0.925,-0.06896551724137931,0.2288912501163402,0.3613696335580681,-0.8974211289888747,1.6751773033457606,coconut
-0.45849802371541504,2.125,5.827586206896552,2.7721965617231192,0.05888258916118638,-0.8569666794895398,-0.3461557635299928,grapes
-0.4268774703557312,0.2,-0.5862068965517241,0.7305778020752554,0.2974767251623308,-0.10614084657079743,-0.6028679210105082,mungbean
-0.30039525691699603,-0.975,0.10344827586206896,0.09338141895194843,0.536017772280641,-0.09068166725283568,0.6107454964305625,coconut
-0.015810276679841896,0.4,1.5517241379310345,-1.248069569090012,-2.0517300086677253,0.7645002763601543,-0.26130508045691814,chickpea
1.1541501976284585,-0.3,-0.2413793103448276,-0.5166484375157806,-0.10545103385647205,0.8233103971314139,-0.33042251425567726,cotton
-0.45849802371541504,0.175,-0.5172413793103449,0.5445244983265917,-0.38120435114020024,0.9044643825775075,-0.9999588176143961,lentil
0.0,1.825,5.620689655172414,-1.1898429051927792,0.10126998251581971,-0.2259751659473494,-0.473428559095874,grapes
0.36363636363636365,0.425,1.7586206896551724,-1.1183923779366092,-2.089762106678584,0.2057415154388247,-0.15637602143825782,chickpea
0.4743083003952569,-0.2,0.20689655172413793,-0.06603033800528228,-0.3230575051979377,0.9183881595389369,1.6912926572166842,jute
-0.4268774703557312,0.475,-0.4482758620689655,-0.12939799708898694,-0.38711663888625736,0.8901544476574299,-0.8918376608525544,lentil
1.2648221343873518,-0.425,-0.2413793103448276,-0.13124909567119805,-0.7984895552944831,0.8274125293129142,0.4947747236729815,coffee
-0.06324110671936758,-0.55,0.06896551724137931,1.0031966189890047,-1.0528529681089607,0.4285249385760154,-0.03131883751451592,mango
1.1383399209486167,-0.7,-0.2413793103448276,-0.08314218204222305,-0.40397868185768493,0.6116775764258713,1.6747609028131967,coffee
0.7430830039525692,-0.75,0.7931034482758621,0.4958692875877032,0.48241566940299035,0.07269895156301663,-1.235565065270524,muskmelon
0.04743083003952569,0.475,-0.41379310344827586,1.070840889872144,-1.1938390969253545,-0.8420141571285461,0.8736130284654302,pigeonpeas
0.25296442687747034,0.35,1.5172413793103448,-0.9335384794030911,-2.1576297964129205,2.410752720325627,-0.2935515275785753,chickpea
-0.20553359683794467,-0.825,-0.896551724137931,0.16701367111216509,0.47089086837691085,-0.14678558446119427,0.36024000979251375,orange
-0.17391304347826086,0.125,-0.3448275862068966,-0.4395383282018184,-0.6753286828207091,0.6156584438123877,-0.707765051305046,lentil
1.2490118577075098,0.75,0.7931034482758621,0.1423342914420581,0.10867984369905564,-0.53521608305947,0.004280211546883621,banana
1.0276679841897234,-0.35,-0.2413793103448276,-0.049032264379930884,-0.08608448568280412,-0.5432159963154015,-0.36905802374807123,cotton
-0.36363636363636365,0.2,-0.3448275862068966,-0.3058308876783617,-0.42358844471375984,0.3588019054222789,-0.8031434895198911,lentil
1.0592885375494072,0.725,0.7586206896551724,0.25757190955898807,0.029033876125730284,-0.5734817134090494,0.25563566689456496,banana
-0.23715415019762845,0.0,-0.5517241379310345,0.40867223201754105,-0.644196512593547,2.3263210705238166,-0.4146791045250252,mothbeans
-0.15810276679841898,0.15,-0.27586206896551724,0.2998225189175526,-1.2502244634095059,-0.35000008645413644,0.7948101859664929,pigeonpeas
0.7430830039525692,0.15,-0.2413793103448276,-0.5289088977460048,-0.420407838083872,0.0672252838553503,-0.5100652216093255,maize
-0.36363636363636365,0.2,-0.5862068965517241,-0.7332753981666595,-1.9389311756854248,-0.6785597087910362,0.8638789298215772,kidneybeans
-0.30039525691699603,1.85,5.931034482758621,-0.5599197555960396,0.4717572596500056,-0.3974701630859695,0.366217882812424,apple
1.233201581027668,-0.85,0.7931034482758621,0.34176114746400427,0.45965304792293715,0.3692293195260446,-1.1183818667634913,muskmelon
-0.26877470355731226,-0.025,-0.3448275862068966,0.9319739743903579,-1.1468459964107702,3.13235235102549,-0.9470127689007201,mothbeans
-0.25296442687747034,0.0,-0.5862068965517241,0.6502087856847649,0.29358315697375165,0.2669071479694019,-0.7797938572453839,mungbean
0.09486166007905138,-0.025,0.5517241379310345,0.4632952747979541,0.36708050935052433,0.21547341599271766,1.4134353992931228,papaya
1.2964426877470356,-1.1,0.7931034482758621,0.07596042373163907,0.14028758965220375,-0.41348900845742187,-0.8451409467164024,watermelon
0.5059288537549407,0.325,0.5172413793103449,2.5228928929583896,0.47275270382483403,0.5971196841087281,1.5374251808421062,papaya
0.015810276679841896,0.1,-0.4482758620689655,1.3091822160578483,-1.4228974729655308,-0.5887095149853377,1.740949939166708,pigeonpeas
-0.3794466403162055,-1.075,-0.6896551724137931,-0.07522546089930447,0.40671973245226817,0.7152262989760809,0.3256104470122188,orange
-0.23715415019762845,-0.7,0.41379310344827586,-0.9440707477624569,0.2978394558536848,-0.2953628148270174,0.20889048587120002,pomegranate
-0.5849802371541502,-0.8,-0.034482758620689655,-0.013946128253863835,0.46859383876231536,-0.1608198598938342,1.404353916636545,coconut
0.5217391304347826,-0.325,0.10344827586206896,-0.2074020826309256,-0.04057451650518081,0.6187497075870027,1.1622058398935067,jute
-0.015810276679841896,0.625,1.4827586206896552,-1.2460534542938906,-2.1502841492523217,2.4279563707928253,-0.4077153519136529,chickpea
-0.1422924901185771,-0.7,-0.13793103448275862,0.7630019101461495,-1.023175593073021,-0.7868195063331801,0.020427191876977693,mango
-0.015810276679841896,0.175,-0.2413793103448276,0.5285568100971927,-0.7125800380103908,2.073733974604384,-0.9702843525130885,mothbeans
0.6956521739130435,-0.25,0.20689655172413793,-0.5041593971478547,0.10966477546394755,1.1545091774805751,1.77583910148918,rice
0.7114624505928854,-0.775,0.7586206896551724,0.6459706924008309,0.3214193686998524,0.12196553044788531,-1.2295283391712442,muskmelon
1.1857707509881423,-0.85,-0.13793103448275862,0.3506497658011761,-0.6471936371133377,0.37015892104447434,1.7044334158355328,coffee
1.1699604743083003,-0.475,0.06896551724137931,-0.022660563001511556,-0.37462868613250744,-0.03466280599819296,1.281215256255587,coffee
0.25296442687747034,0.4,-0.5172413793103449,1.0666135557378942,-0.38584858583792364,0.9159378686243391,-0.559293911282989,blackgram
0.6007905138339921,-0.25,0.10344827586206896,-0.1084663182592042,-0.06218816304104869,0.4535825145624107,1.2019243638710169,jute
0.11067193675889328,-0.1,0.4482758620689655,2.267414119688599,0.48044856804192715,0.16218925665180714,2.0643527797854064,papaya
-0.45849802371541504,-0.35,0.034482758620689655,0.4280411150063155,-0.8592733753349885,-0.3118625647476604,0.043306980328620494,mango
